protocol,metric,trial_id,sample_id,is_warmup,token,latency_ms
ssh,session_setup,1,1,False,__W3_SETUP__,2259.838560
ssh,keystroke_latency,1,-1,True,W3TSS001-001E0IFD0Z,168.879302
ssh,keystroke_latency,1,-2,True,W3TSS001-002DPBHSAZ,181.052304
ssh,keystroke_latency,1,-3,True,W3TSS001-003ZZPQK5Z,181.096815
ssh,keystroke_latency,1,-4,True,W3TSS001-0043ZMF8MZ,182.078422
ssh,keystroke_latency,1,-5,True,W3TSS001-005NMMJBQZ,183.443898
ssh,keystroke_latency,1,-6,True,W3TSS001-0069NT3W5Z,183.006519
ssh,keystroke_latency,1,-7,True,W3TSS001-007GCX194Z,177.781639
ssh,keystroke_latency,1,-8,True,W3TSS001-008NQ4FMYZ,182.121682
ssh,keystroke_latency,1,-9,True,W3TSS001-0097XVG0FZ,182.758808
ssh,keystroke_latency,1,-10,True,W3TSS001-010J7YHL1Z,183.596331
ssh,keystroke_latency,1,1,False,W3TSS0010001IBLJH7Z,179.465902
ssh,keystroke_latency,1,2,False,W3TSS0010002LXO6QJZ,183.765634
ssh,keystroke_latency,1,3,False,W3TSS00100030T0PVNZ,177.931948
ssh,keystroke_latency,1,4,False,W3TSS0010004SDBDW2Z,179.994734
ssh,keystroke_latency,1,5,False,W3TSS0010005VNVQJTZ,182.795554
ssh,keystroke_latency,1,6,False,W3TSS0010006YE511MZ,181.537790
ssh,keystroke_latency,1,7,False,W3TSS0010007PQ85JSZ,183.486525
ssh,keystroke_latency,1,8,False,W3TSS0010008SDW4SHZ,183.427374
ssh,keystroke_latency,1,9,False,W3TSS00100091T2TALZ,187.672333
ssh,keystroke_latency,1,10,False,W3TSS0010010EN93IIZ,179.333732
ssh,session_setup,2,1,False,__W3_SETUP__,2227.763528
ssh,keystroke_latency,2,-1,True,W3TSS002-0018DRC11Z,163.661338
ssh,keystroke_latency,2,-2,True,W3TSS002-002X8FSV8Z,177.430888
ssh,keystroke_latency,2,-3,True,W3TSS002-0031YZOYNZ,174.639193
ssh,keystroke_latency,2,-4,True,W3TSS002-004QICATVZ,175.123725
ssh,keystroke_latency,2,-5,True,W3TSS002-005CWI64CZ,173.752403
ssh,keystroke_latency,2,-6,True,W3TSS002-006KRT05UZ,180.345676
ssh,keystroke_latency,2,-7,True,W3TSS002-00723GDPPZ,176.794279
ssh,keystroke_latency,2,-8,True,W3TSS002-0085BXXC0Z,170.832483
ssh,keystroke_latency,2,-9,True,W3TSS002-0095IGQPKZ,179.188742
ssh,keystroke_latency,2,-10,True,W3TSS002-0105C34DXZ,172.778222
ssh,keystroke_latency,2,1,False,W3TSS00200014874FRZ,178.875659
ssh,keystroke_latency,2,2,False,W3TSS002000256FAO7Z,178.891641
ssh,keystroke_latency,2,3,False,W3TSS0020003QP89UZZ,182.864455
ssh,keystroke_latency,2,4,False,W3TSS0020004GHC0CLZ,186.594188
ssh,keystroke_latency,2,5,False,W3TSS0020005VS4F8CZ,185.185203
ssh,keystroke_latency,2,6,False,W3TSS0020006CC5O7UZ,174.933122
ssh,keystroke_latency,2,7,False,W3TSS0020007VWPVS7Z,177.119972
ssh,keystroke_latency,2,8,False,W3TSS0020008YLJEXQZ,173.646245
ssh,keystroke_latency,2,9,False,W3TSS00200097AWUDTZ,175.895282
ssh,keystroke_latency,2,10,False,W3TSS0020010J755NFZ,171.501642
ssh,session_setup,3,1,False,__W3_SETUP__,2268.570469
ssh,keystroke_latency,3,-1,True,W3TSS003-001ZW9XA3Z,181.613961
ssh,keystroke_latency,3,-2,True,W3TSS003-0027D5J60Z,175.884255
ssh,keystroke_latency,3,-3,True,W3TSS003-003JVZHWJZ,177.695090
ssh,keystroke_latency,3,-4,True,W3TSS003-004J6BW3BZ,176.379249
ssh,keystroke_latency,3,-5,True,W3TSS003-0051WJ0TPZ,176.894599
ssh,keystroke_latency,3,-6,True,W3TSS003-006E8YFBNZ,189.906958
ssh,keystroke_latency,3,-7,True,W3TSS003-007FEL624Z,182.709632
ssh,keystroke_latency,3,-8,True,W3TSS003-008HID25OZ,175.528072
ssh,keystroke_latency,3,-9,True,W3TSS003-00907IF2GZ,174.161250
ssh,keystroke_latency,3,-10,True,W3TSS003-010A0L725Z,180.245063
ssh,keystroke_latency,3,1,False,W3TSS0030001IFZNBQZ,180.842535
ssh,keystroke_latency,3,2,False,W3TSS00300023QK2IAZ,170.818152
ssh,keystroke_latency,3,3,False,W3TSS0030003OKC1MSZ,176.087725
ssh,keystroke_latency,3,4,False,W3TSS00300049T7E8GZ,176.120274
ssh,keystroke_latency,3,5,False,W3TSS0030005BVM2P9Z,175.633153
ssh,keystroke_latency,3,6,False,W3TSS0030006NUJZA7Z,177.953757
ssh,keystroke_latency,3,7,False,W3TSS0030007Y70HP8Z,176.097769
ssh,keystroke_latency,3,8,False,W3TSS0030008WXE6SYZ,190.791536
ssh,keystroke_latency,3,9,False,W3TSS0030009OKEP7YZ,187.211732
ssh,keystroke_latency,3,10,False,W3TSS0030010WKTAKPZ,181.908297
ssh,session_setup,4,1,False,__W3_SETUP__,2236.925770
ssh,keystroke_latency,4,-1,True,W3TSS004-001VLPYS2Z,164.455604
ssh,keystroke_latency,4,-2,True,W3TSS004-0020XKXWDZ,175.820639
ssh,keystroke_latency,4,-3,True,W3TSS004-003IL3FB9Z,175.878106
ssh,keystroke_latency,4,-4,True,W3TSS004-0044COWGZZ,176.643970
ssh,keystroke_latency,4,-5,True,W3TSS004-005OFY645Z,195.914019
ssh,keystroke_latency,4,-6,True,W3TSS004-006PG8SBIZ,172.081006
ssh,keystroke_latency,4,-7,True,W3TSS004-007Q2Y9V8Z,181.321681
ssh,keystroke_latency,4,-8,True,W3TSS004-008WZS3T6Z,168.121338
ssh,keystroke_latency,4,-9,True,W3TSS004-0095Q14J1Z,173.958217
ssh,keystroke_latency,4,-10,True,W3TSS004-010WJCKJLZ,174.920260
ssh,keystroke_latency,4,1,False,W3TSS0040001CFNFHOZ,176.068285
ssh,keystroke_latency,4,2,False,W3TSS0040002TOHP6VZ,176.461273
ssh,keystroke_latency,4,3,False,W3TSS0040003A5UR7KZ,178.980553
ssh,keystroke_latency,4,4,False,W3TSS004000448P0TVZ,175.908454
ssh,keystroke_latency,4,5,False,W3TSS0040005RJRNY2Z,180.657516
ssh,keystroke_latency,4,6,False,W3TSS0040006FQEWAOZ,175.288425
ssh,keystroke_latency,4,7,False,W3TSS0040007XDP5GJZ,167.980564
ssh,keystroke_latency,4,8,False,W3TSS0040008HL1N13Z,177.989361
ssh,keystroke_latency,4,9,False,W3TSS00400094Q0B8IZ,172.007007
ssh,keystroke_latency,4,10,False,W3TSS00400102X18HAZ,172.924449
ssh,session_setup,5,1,False,__W3_SETUP__,2264.882542
ssh,keystroke_latency,5,-1,True,W3TSS005-001IRE8QJZ,172.404837
ssh,keystroke_latency,5,-2,True,W3TSS005-002GV0E38Z,183.794457
ssh,keystroke_latency,5,-3,True,W3TSS005-003U7U6N7Z,173.320494
ssh,keystroke_latency,5,-4,True,W3TSS005-004CYWD14Z,184.214013
ssh,keystroke_latency,5,-5,True,W3TSS005-00522UBTXZ,179.208294
ssh,keystroke_latency,5,-6,True,W3TSS005-006SM43D8Z,178.616896
ssh,keystroke_latency,5,-7,True,W3TSS005-0076QFGSXZ,184.765415
ssh,keystroke_latency,5,-8,True,W3TSS005-0083TRP0JZ,182.126631
ssh,keystroke_latency,5,-9,True,W3TSS005-0093D5IQVZ,177.993432
ssh,keystroke_latency,5,-10,True,W3TSS005-010MRLRMJZ,183.330474
ssh,keystroke_latency,5,1,False,W3TSS00500015ZJA8DZ,178.070503
ssh,keystroke_latency,5,2,False,W3TSS0050002OTIRZQZ,186.630927
ssh,keystroke_latency,5,3,False,W3TSS0050003DHYLURZ,180.000887
ssh,keystroke_latency,5,4,False,W3TSS0050004M9TMQLZ,179.138054
ssh,keystroke_latency,5,5,False,W3TSS0050005EGET1GZ,182.884725
ssh,keystroke_latency,5,6,False,W3TSS00500060JV1V9Z,182.107309
ssh,keystroke_latency,5,7,False,W3TSS0050007KMKZEBZ,185.133154
ssh,keystroke_latency,5,8,False,W3TSS0050008TZE5R5Z,177.145605
ssh,keystroke_latency,5,9,False,W3TSS0050009KRM8J5Z,180.930717
ssh,keystroke_latency,5,10,False,W3TSS00500103OCWBFZ,180.010390
ssh3,session_setup,1,1,False,__W3_SETUP__,448.348734
ssh3,keystroke_latency,1,-1,True,W3TSS001-0018DIUOVZ,166.970661
ssh3,keystroke_latency,1,-2,True,W3TSS001-002ISQP49Z,164.931106
ssh3,keystroke_latency,1,-3,True,W3TSS001-003UC8D1WZ,164.938396
ssh3,keystroke_latency,1,-4,True,W3TSS001-004XFGCAQZ,165.003480
ssh3,keystroke_latency,1,-5,True,W3TSS001-005QBKK4CZ,178.963959
ssh3,keystroke_latency,1,-6,True,W3TSS001-00672WX7PZ,170.209639
ssh3,keystroke_latency,1,-7,True,W3TSS001-007IFJFC2Z,166.086006
ssh3,keystroke_latency,1,-8,True,W3TSS001-0080UKEYZZ,167.637663
ssh3,keystroke_latency,1,-9,True,W3TSS001-009SRCBPLZ,166.530631
ssh3,keystroke_latency,1,-10,True,W3TSS001-010AIY4VAZ,168.959723
ssh3,keystroke_latency,1,1,False,W3TSS0010001YJB1QXZ,166.794868
ssh3,keystroke_latency,1,2,False,W3TSS0010002GVWRDMZ,165.968467
ssh3,keystroke_latency,1,3,False,W3TSS0010003LDFORXZ,166.478691
ssh3,keystroke_latency,1,4,False,W3TSS00100043TQLL8Z,164.702979
ssh3,keystroke_latency,1,5,False,W3TSS001000553A5QBZ,169.371964
ssh3,keystroke_latency,1,6,False,W3TSS0010006N1W1HTZ,170.586816
ssh3,keystroke_latency,1,7,False,W3TSS0010007PZE9VIZ,165.831069
ssh3,keystroke_latency,1,8,False,W3TSS0010008LAOI4EZ,169.034870
ssh3,keystroke_latency,1,9,False,W3TSS0010009XF7KZOZ,168.145847
ssh3,keystroke_latency,1,10,False,W3TSS00100109ITN7SZ,166.060403
ssh3,session_setup,2,1,False,__W3_SETUP__,444.863019
ssh3,keystroke_latency,2,-1,True,W3TSS002-0015J2O7SZ,165.276330
ssh3,keystroke_latency,2,-2,True,W3TSS002-002KKV9RFZ,165.790017
ssh3,keystroke_latency,2,-3,True,W3TSS002-003RL1N75Z,166.406938
ssh3,keystroke_latency,2,-4,True,W3TSS002-004IN4OLRZ,164.556871
ssh3,keystroke_latency,2,-5,True,W3TSS002-005N92XF8Z,165.000328
ssh3,keystroke_latency,2,-6,True,W3TSS002-006SV55PSZ,166.100430
ssh3,keystroke_latency,2,-7,True,W3TSS002-007AF58C2Z,165.893917
ssh3,keystroke_latency,2,-8,True,W3TSS002-008MYX444Z,166.036754
ssh3,keystroke_latency,2,-9,True,W3TSS002-0098W5RTWZ,166.160818
ssh3,keystroke_latency,2,-10,True,W3TSS002-010W790PDZ,165.014335
ssh3,keystroke_latency,2,1,False,W3TSS0020001ZDFKBLZ,341.729311
ssh3,keystroke_latency,2,2,False,W3TSS0020002KNFTU2Z,164.539013
ssh3,keystroke_latency,2,3,False,W3TSS0020003GVNYRUZ,165.010344
ssh3,keystroke_latency,2,4,False,W3TSS0020004QJJA26Z,164.873828
ssh3,keystroke_latency,2,5,False,W3TSS0020005TC89K8Z,169.084112
ssh3,keystroke_latency,2,6,False,W3TSS0020006J4HNRIZ,166.955415
ssh3,keystroke_latency,2,7,False,W3TSS0020007MKZA3OZ,165.022634
ssh3,keystroke_latency,2,8,False,W3TSS0020008UY0BVRZ,165.886514
ssh3,keystroke_latency,2,9,False,W3TSS00200091I2HGJZ,165.383917
ssh3,keystroke_latency,2,10,False,W3TSS0020010ZX4W6XZ,166.847953
ssh3,session_setup,3,1,False,__W3_SETUP__,461.408932
ssh3,keystroke_latency,3,-1,True,W3TSS003-0012BNE6LZ,166.135784
ssh3,keystroke_latency,3,-2,True,W3TSS003-002GET8T6Z,166.068227
ssh3,keystroke_latency,3,-3,True,W3TSS003-003J3R30MZ,165.943979
ssh3,keystroke_latency,3,-4,True,W3TSS003-004QC1IYYZ,165.871405
ssh3,keystroke_latency,3,-5,True,W3TSS003-00582N2ATZ,165.995436
ssh3,keystroke_latency,3,-6,True,W3TSS003-006N0JNWNZ,166.264505
ssh3,keystroke_latency,3,-7,True,W3TSS003-007IA5U6HZ,166.476191
ssh3,keystroke_latency,3,-8,True,W3TSS003-008WQZXEBZ,165.986833
ssh3,keystroke_latency,3,-9,True,W3TSS003-009KRD5EQZ,167.417373
ssh3,keystroke_latency,3,-10,True,W3TSS003-0108ZTV05Z,167.583912
ssh3,keystroke_latency,3,1,False,W3TSS0030001DRO8BNZ,167.623255
ssh3,keystroke_latency,3,2,False,W3TSS0030002QIN9N6Z,170.090990
ssh3,keystroke_latency,3,3,False,W3TSS0030003MOGE4QZ,165.112421
ssh3,keystroke_latency,3,4,False,W3TSS0030004HX8BM9Z,165.397101
ssh3,keystroke_latency,3,5,False,W3TSS0030005UC1HH5Z,165.325808
ssh3,keystroke_latency,3,6,False,W3TSS003000612VJ99Z,166.152543
ssh3,keystroke_latency,3,7,False,W3TSS0030007JGXAA2Z,165.563764
ssh3,keystroke_latency,3,8,False,W3TSS0030008VAJEPEZ,166.395338
ssh3,keystroke_latency,3,9,False,W3TSS0030009R2SDS8Z,166.087720
ssh3,keystroke_latency,3,10,False,W3TSS003001006XKXBZ,168.028001
ssh3,session_setup,4,1,False,__W3_SETUP__,447.355943
ssh3,keystroke_latency,4,-1,True,W3TSS004-0014PDZP6Z,166.689789
ssh3,keystroke_latency,4,-2,True,W3TSS004-002VCJWTLZ,165.440331
ssh3,keystroke_latency,4,-3,True,W3TSS004-003TQVDZ4Z,166.373201
ssh3,keystroke_latency,4,-4,True,W3TSS004-0045T5P5OZ,165.491504
ssh3,keystroke_latency,4,-5,True,W3TSS004-005O0LLJ8Z,166.127040
ssh3,keystroke_latency,4,-6,True,W3TSS004-0067C3DD0Z,165.973774
ssh3,keystroke_latency,4,-7,True,W3TSS004-007EC8UYOZ,166.023458
ssh3,keystroke_latency,4,-8,True,W3TSS004-0087P6BKLZ,165.804474
ssh3,keystroke_latency,4,-9,True,W3TSS004-009UHXID4Z,166.909687
ssh3,keystroke_latency,4,-10,True,W3TSS004-010EKIPU1Z,165.415296
ssh3,keystroke_latency,4,1,False,W3TSS0040001WXA73JZ,206.353621
ssh3,keystroke_latency,4,2,False,W3TSS0040002J17MGFZ,164.327599
ssh3,keystroke_latency,4,3,False,W3TSS0040003OFWB0HZ,166.505506
ssh3,keystroke_latency,4,4,False,W3TSS0040004QFLL7VZ,169.504694
ssh3,keystroke_latency,4,5,False,W3TSS0040005F1BCPPZ,344.436739
ssh3,keystroke_latency,4,6,False,W3TSS0040006PJ1EPKZ,165.869903
ssh3,keystroke_latency,4,7,False,W3TSS0040007VSLH9BZ,165.938950
ssh3,keystroke_latency,4,8,False,W3TSS0040008KHEJLAZ,166.857691
ssh3,keystroke_latency,4,9,False,W3TSS0040009PETIUYZ,164.349555
ssh3,keystroke_latency,4,10,False,W3TSS0040010C5BA75Z,169.998487
ssh3,session_setup,5,1,False,__W3_SETUP__,482.284918
ssh3,keystroke_latency,5,-1,True,W3TSS005-001POXKO8Z,166.218453
ssh3,keystroke_latency,5,-2,True,W3TSS005-0022W37D4Z,166.768573
ssh3,keystroke_latency,5,-3,True,W3TSS005-003POC50HZ,167.945161
ssh3,keystroke_latency,5,-4,True,W3TSS005-004GSES6MZ,166.027090
ssh3,keystroke_latency,5,-5,True,W3TSS005-0058XFDJGZ,167.189701
ssh3,keystroke_latency,5,-6,True,W3TSS005-0061XG1R1Z,170.908834
ssh3,keystroke_latency,5,-7,True,W3TSS005-007UY5X9LZ,165.855888
ssh3,keystroke_latency,5,-8,True,W3TSS005-008LPQW2VZ,164.311004
ssh3,keystroke_latency,5,-9,True,W3TSS005-009SLQC3CZ,165.872438
ssh3,keystroke_latency,5,-10,True,W3TSS005-010WSQT26Z,166.071560
ssh3,keystroke_latency,5,1,False,W3TSS00500016UGVS8Z,165.932101
ssh3,keystroke_latency,5,2,False,W3TSS0050002D6MZSGZ,166.731873
ssh3,keystroke_latency,5,3,False,W3TSS0050003Z9SVN7Z,165.926690
ssh3,keystroke_latency,5,4,False,W3TSS0050004OMV2XCZ,165.457814
ssh3,keystroke_latency,5,5,False,W3TSS0050005UNJ48VZ,166.053756
ssh3,keystroke_latency,5,6,False,W3TSS0050006MUFM8ZZ,165.848182
ssh3,keystroke_latency,5,7,False,W3TSS0050007EZDUXLZ,165.983005
ssh3,keystroke_latency,5,8,False,W3TSS0050008Y30YSXZ,166.875604
ssh3,keystroke_latency,5,9,False,W3TSS0050009SAL8M1Z,166.260827
ssh3,keystroke_latency,5,10,False,W3TSS0050010IEC4D1Z,165.891837
mosh,session_setup,1,1,False,__W3_SETUP__,2411.033558
mosh,keystroke_latency,1,-1,True,W3TMO001-0015BM1ENZ,218.575530
mosh,keystroke_latency,1,-2,True,W3TMO001-002GYW6ZBZ,173.979255
mosh,keystroke_latency,1,-3,True,W3TMO001-003YIPK0QZ,175.395710
mosh,keystroke_latency,1,-4,True,W3TMO001-004I826GYZ,210.725745
mosh,keystroke_latency,1,-5,True,W3TMO001-0059QKNS8Z,178.925737
mosh,keystroke_latency,1,-6,True,W3TMO001-0062EJX5TZ,174.810140
mosh,keystroke_latency,1,-7,True,W3TMO001-007ZSEDFQZ,178.180734
mosh,keystroke_latency,1,-8,True,W3TMO001-008FP8HQMZ,177.124773
mosh,keystroke_latency,1,-9,True,W3TMO001-009OONNCIZ,181.555209
mosh,keystroke_latency,1,-10,True,W3TMO001-01074X2EKZ,181.588162
mosh,keystroke_latency,1,1,False,W3TMO0010001ZEZQACZ,174.422205
mosh,keystroke_latency,1,2,False,W3TMO0010002HF7VP1Z,175.467395
mosh,keystroke_latency,1,3,False,W3TMO0010003KBP2QDZ,173.806773
mosh,keystroke_latency,1,4,False,W3TMO0010004VASIFPZ,177.225223
mosh,keystroke_latency,1,5,False,W3TMO0010005MUGYSMZ,177.694814
mosh,keystroke_latency,1,6,False,W3TMO0010006T2SA5BZ,179.328359
mosh,keystroke_latency,1,7,False,W3TMO00100079JA2M0Z,182.436962
mosh,keystroke_latency,1,8,False,W3TMO0010008DU1EMMZ,177.627628
mosh,keystroke_latency,1,9,False,W3TMO0010009G2QZW3Z,175.962785
mosh,keystroke_latency,1,10,False,W3TMO0010010Z7BH25Z,173.907995
mosh,session_setup,2,1,False,__W3_SETUP__,2405.073665
mosh,keystroke_latency,2,-1,True,W3TMO002-0017S9TJ1Z,224.725313
mosh,keystroke_latency,2,-2,True,W3TMO002-002K5BXJ2Z,174.592342
mosh,keystroke_latency,2,-3,True,W3TMO002-003606N9RZ,193.638267
mosh,keystroke_latency,2,-4,True,W3TMO002-004N2JCPPZ,174.106229
mosh,keystroke_latency,2,-5,True,W3TMO002-005TLCXLVZ,177.634800
mosh,keystroke_latency,2,-6,True,W3TMO002-006FPQ06WZ,180.149369
mosh,keystroke_latency,2,-7,True,W3TMO002-007J98CWNZ,175.986482
mosh,keystroke_latency,2,-8,True,W3TMO002-0080FB4YPZ,175.163747
mosh,keystroke_latency,2,-9,True,W3TMO002-009C2NNUVZ,176.999754
mosh,keystroke_latency,2,-10,True,W3TMO002-010QNPCENZ,175.757360
mosh,keystroke_latency,2,1,False,W3TMO0020001XIE0RNZ,178.499386
mosh,keystroke_latency,2,2,False,W3TMO0020002E1ZHWYZ,181.082192
mosh,keystroke_latency,2,3,False,W3TMO0020003HECGZ9Z,179.554270
mosh,keystroke_latency,2,4,False,W3TMO0020004Y4LMCTZ,174.960985
mosh,keystroke_latency,2,5,False,W3TMO00200054Z7W2SZ,177.039412
mosh,keystroke_latency,2,6,False,W3TMO002000692IRMUZ,175.453954
mosh,keystroke_latency,2,7,False,W3TMO00200072TWDL9Z,176.534887
mosh,keystroke_latency,2,8,False,W3TMO0020008ROOUELZ,200.069389
mosh,keystroke_latency,2,9,False,W3TMO0020009QYM52XZ,183.143044
mosh,keystroke_latency,2,10,False,W3TMO00200101ES53SZ,181.079931
mosh,session_setup,3,1,False,__W3_SETUP__,2346.573536
mosh,keystroke_latency,3,-1,True,W3TMO003-001FLZM76Z,216.768710
mosh,keystroke_latency,3,-2,True,W3TMO003-002JWTEKTZ,183.602137
mosh,keystroke_latency,3,-3,True,W3TMO003-003XVUGW6Z,174.793251
mosh,keystroke_latency,3,-4,True,W3TMO003-0044U3BBXZ,212.363588
mosh,keystroke_latency,3,-5,True,W3TMO003-005JHUWB6Z,220.118479
mosh,keystroke_latency,3,-6,True,W3TMO003-006K8R2YKZ,176.216043
mosh,keystroke_latency,3,-7,True,W3TMO003-007YFOQMFZ,180.012628
mosh,keystroke_latency,3,-8,True,W3TMO003-008L9MO1SZ,175.293407
mosh,keystroke_latency,3,-9,True,W3TMO003-009LQJIDKZ,175.761512
mosh,keystroke_latency,3,-10,True,W3TMO003-0105P8637Z,177.221897
mosh,keystroke_latency,3,1,False,W3TMO0030001L1RSRLZ,184.122998
mosh,keystroke_latency,3,2,False,W3TMO0030002DOQIVBZ,185.076049
mosh,keystroke_latency,3,3,False,W3TMO0030003R5XQT4Z,182.759073
mosh,keystroke_latency,3,4,False,W3TMO0030004EJNOBBZ,183.043322
mosh,keystroke_latency,3,5,False,W3TMO0030005HTCS1KZ,173.935076
mosh,keystroke_latency,3,6,False,W3TMO0030006YE9O2MZ,174.013175
mosh,keystroke_latency,3,7,False,W3TMO00300071HSSBEZ,172.952689
mosh,keystroke_latency,3,8,False,W3TMO00300082SF6F7Z,179.590012
mosh,keystroke_latency,3,9,False,W3TMO0030009F90KM3Z,174.635828
mosh,keystroke_latency,3,10,False,W3TMO0030010RURALDZ,176.077567
mosh,session_setup,4,1,False,__W3_SETUP__,2319.250683
mosh,keystroke_latency,4,-1,True,W3TMO004-001V20YARZ,224.602151
mosh,keystroke_latency,4,-2,True,W3TMO004-00221UZVGZ,174.305631
mosh,keystroke_latency,4,-3,True,W3TMO004-003Z1N3IUZ,174.274119
mosh,keystroke_latency,4,-4,True,W3TMO004-004DALFYOZ,174.851000
mosh,keystroke_latency,4,-5,True,W3TMO004-005WQ40ZSZ,178.956245
mosh,keystroke_latency,4,-6,True,W3TMO004-006LXSLG6Z,175.324113
mosh,keystroke_latency,4,-7,True,W3TMO004-007TY5Y2JZ,197.758348
mosh,keystroke_latency,4,-8,True,W3TMO004-008GIUI9KZ,180.205665
mosh,keystroke_latency,4,-9,True,W3TMO004-009ZYRRU7Z,174.370785
mosh,keystroke_latency,4,-10,True,W3TMO004-010JEYN93Z,173.436576
mosh,keystroke_latency,4,1,False,W3TMO00400012KKZMPZ,179.726697
mosh,keystroke_latency,4,2,False,W3TMO00400020H3JUJZ,173.473370
mosh,keystroke_latency,4,3,False,W3TMO0040003WVIYTWZ,175.095570
mosh,keystroke_latency,4,4,False,W3TMO0040004DLRYE8Z,179.470462
mosh,keystroke_latency,4,5,False,W3TMO0040005O75RH8Z,175.507845
mosh,keystroke_latency,4,6,False,W3TMO0040006KC1XI0Z,176.984524
mosh,keystroke_latency,4,7,False,W3TMO00400076G5G79Z,177.850681
mosh,keystroke_latency,4,8,False,W3TMO00400082G05KBZ,175.911675
mosh,keystroke_latency,4,9,False,W3TMO0040009UD9K9TZ,226.725547
mosh,keystroke_latency,4,10,False,W3TMO00400106ESJ3LZ,176.613977
mosh,session_setup,5,1,False,__W3_SETUP__,2255.808863
mosh,keystroke_latency,5,-1,True,W3TMO005-001QJG02UZ,221.182241
mosh,keystroke_latency,5,-2,True,W3TMO005-002GVWOPLZ,174.734727
mosh,keystroke_latency,5,-3,True,W3TMO005-003YGFLIJZ,176.301359
mosh,keystroke_latency,5,-4,True,W3TMO005-004QJLUUJZ,174.970803
mosh,keystroke_latency,5,-5,True,W3TMO005-005YCELOSZ,176.926124
mosh,keystroke_latency,5,-6,True,W3TMO005-0061YW7NHZ,174.637169
mosh,keystroke_latency,5,-7,True,W3TMO005-007RQ9NZ6Z,179.026725
mosh,keystroke_latency,5,-8,True,W3TMO005-008TXHI15Z,174.179437
mosh,keystroke_latency,5,-9,True,W3TMO005-009STN7E3Z,174.188314
mosh,keystroke_latency,5,-10,True,W3TMO005-010HTF4PYZ,176.179502
mosh,keystroke_latency,5,1,False,W3TMO0050001UDS3QSZ,182.866495
mosh,keystroke_latency,5,2,False,W3TMO0050002UUYLAJZ,185.950639
mosh,keystroke_latency,5,3,False,W3TMO00500030UBMC9Z,174.764037
mosh,keystroke_latency,5,4,False,W3TMO00500049QKGEXZ,178.985351
mosh,keystroke_latency,5,5,False,W3TMO0050005XP9N56Z,178.358096
mosh,keystroke_latency,5,6,False,W3TMO0050006C85E4EZ,173.800501
mosh,keystroke_latency,5,7,False,W3TMO0050007OE9419Z,176.937818
mosh,keystroke_latency,5,8,False,W3TMO0050008YTT3IMZ,206.242944
mosh,keystroke_latency,5,9,False,W3TMO0050009G51BXWZ,180.057302
mosh,keystroke_latency,5,10,False,W3TMO0050010ICVQY5Z,173.854156
